Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,average_salalry,comapny_text,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority
Data Scientist,£35K-£55K (Glassdoor est.),"Category: Data Science
Type: Permanent
Job Reference: 794
Consultant: kate.mcdermott@bluepelican.com

Data Scientist
** Digital Platform **

SALARY - £60k - £65k
LOCATION - Remote to begin with, then Central London

We are searching for an experienced Data Scientist to join this recognisable online platform, amongst a growing team of machine learning and AI experts.

THE TEAM
The business are hugely invested in data and using this to drive decisioning across the business. You will be working alongside some very credible data experts, who hail from the likes of Aimia, Dunnhumby and other major marketing agencies who specialize in this field.

You will be joining a small team of 5 and will responsible for leading on innovative approaches and new ways of thinking, helping to upskill those around you with your technical knowledge. It’s a great time to join the team as they plan to expand and grow further next year, so you will be part of a small, visible, and influential set up at an early life stage – great if you want to make your mark!

THE TECH

We require the following skills as a base:

Strong Python programming experience - data manipulation, preparation and processing of data, feature engineering, modelling and using all the regular libraries.
Machine learning skills – experience with one or more of the following; logistic or linear regression, gradient boosted trees, supervised techniques such as classification
PLUS at least one of the following unsupervised learning techniques; segmentation, cluster analysis, NLP, text recognition, deep learning, Bayesian techniques
Basic stats knowledge – this does not mean you should understand the formulas behind every statistical technique, but you should be able to talk confidently about why and how one algorithm is a better option than another, be able to talk about their pro’s and con’s and why you would use (for example) Random Forest over another technique?

They are also in the throws of embedding Data Bricks, so the team will have their own environment to play in, a notebook environment which encourages a very collaborative approach from the team, where you can build, monitor and optimise your models.

They are also about to embark on using open source banking data, so yet another data set at your fingertips! Which can be used in a variety of ways and even added to existing models and algos to optimise them too.

YOU
In addition to the above, equally as importantly, we are looking for someone who is outcome focused, able to deliver to high standards (has due diligence to check own work) and on time, and should be able to evidence this at interview. You should be of a curious nature, as this role will allow you to work fairly freely when thinking about new approaches and coming up with fresh ideas.

This is also a highly collaborative role whereby you will be working with other teams such as CX UX, CRM, BI and analytics, so an ability to present technically at varying levels of complexity is key. You will be expected to present in an engaging manner, brining your findings to life through storytelling and visualisation.

Skills and experience required:
Educated to degree level in a numerate subject; Mathematics, Statistics, Engineering, Physics, Chemistry, Economics, Machine Learning, Computer Science etc.
A strong background in data science to the levels stated
Programming experience with Python is ESSENTIAL, as well as skills using SQL
Ability to gather and scope requirements for a variety of data science projects
Experience with statistical techniques including the use of machine learning algorithms is ESSENTIAL
Expert at engaging with senior level client stakeholders and ability to operate at a senior level on projects

To learn more about this role, please apply or contact Kate directly on kate.mcdermott@bluepelican.com
How to apply
If this position is of interest please send us your CV here, or you can call Kate McDermott direct on to discuss this and other vacancies that may suit.
Kate McDermott
Email: kate.mcdermott@bluepelican.com",3.8,"Blue Pelican
3.8","London, England",-1,1 to 50 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,35,55,45.0,Blue Pelican,London,18,1,0,0,0,0,data scientist,na
Data Scientist - Front Office,£35K-£55K (Glassdoor est.),"Python Quant Developer
London


As a Barclays Python Quant Developer you will join our high performing Statistical Modelling and Development team whos remit lies within the trading activities in the Markets division - in particular, electronic trading. You will be part of our Investment Banking business, working closely with our Markets revenue generating teams. Using the latest model development approaches and advancements in technology, you will be responsible for Algorithms and model based business logic used in electronic trading.

Barclays is one of the world's largest and most respected financial institutions, with 329 years of success, quality and innovation behind us. We offer careers that provide endless opportunity helping millions of individuals and businesses thrive, and creating financial and digital solutions that the world now takes for granted.

What will you be doing?


• You will be designing frameworks and functionality for development of trading algorithms
• Supporting the implementation, testing, and production of frameworks and functionality for each individual asset class
• Analysing improvements to algorithm performance whilst proactively identifying resolutions to problems and issues
• Supporting each of the asset class trading desks with escalated queries and issues when required
• Participating in team peer reviews of code, modelling and testing as well as knowledge sharing and presentations

What were looking for:


• Proven software development experience in Python as well as experience with building production quality infrastructure
• Ability to demonstrate experience with algorithms or eTrading business logic, along with experience in Numpy and Pandas packages
• Proven knowledge and experience of working with low latency and event driven programming
• Previous experience of building CI/CD pipelines in a multi-developer environment

Skills that will help you in the role:


• A Masters or above degree in a Quantitative, Mathematical or Scientific discipline
• Professional software development experience in finance, in a hedge fund or investment bank
• Strong understanding of econometrics, statistics and machine learning tools

Where will you be working?


5 North Colonnade is home to our investment bank and is in the heart of Canary Wharf, just a short walk from our headquarters at Churchill Place. It boasts an array of onsite amenities such as dry cleaner as well as a deli and buffet style staff restaurant. The building is easily accessible by Tube, Docklands Light Railway and all major bus links. The atmosphere is second to none with a real buzz being created around the offices within.

#LI-HS2020",3.9,"Barclays
3.9","London, England",-1,10000+ Employees,1690,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,35,55,45.0,Barclays,London,330,1,0,0,0,0,data scientist,na
Data Scientist,£35K-£55K (Glassdoor est.),"About us

At GoCardless, we're passionate about payments. Our vision is to provide businesses with the best way to collect recurring payments, wherever they and their customers are in the world.

Today, we help over 55,000 businesses take the pain out of getting paid, so they can focus on what they do best. And through our partnerships with over 200 software providers such as Xero, Zuora, Salesforce and Quickbooks, more and more businesses are benefiting from our unique global payments platform every day. We process $15bn of payments a year across more than 30 countries, powering recurring payments for businesses worldwide, from multinational corporations to small businesses.

We're headquartered in the UK, and backed by some of the world's leading investors including Google Ventures, Salesforce Ventures, Balderton Capital, Accel Partners and Notion Capital. Over 400 employees worldwide have decided to develop their careers with us. We've built a friendly, collaborative culture where we hire and develop people who share our desire to do work we can be proud of. We value learning and feedback, and support colleagues to develop in their role and more broadly in their career.
The role


Data is at the centre of our ability to add value to our customers and to our business. Fraud prevention, marketing optimisation, churn prevention, payment failure optimisation and upsell propensity are all areas of active work. You will work closely with cross-discipline teams, taking responsibility for end to end algorithm development from initial concept through to production readiness.
We are looking for Data Scientists that will help us build predictive models that substantially increase the value that we provide to our customers and the efficiency of our operations by building new data products that leverage our growing volume of raw data.
You will develop and productionise data products and predictive models in collaboration with your team. Working with Product Managers, software developers and subject matter experts, you'll bring your own expertise to the team helping to move from abstract concepts, through design and build, to scalable algorithms that will deliver the teams goals.
You will play a part in specifying the underlying infrastructure we are building to support the day to day work of Data Scientists and to enable models to be easily productionised.
You will create meaningful data visualizations that communicate your findings and relate them back to how your insights create business impact.
About You
You're a self-starter - you can independently drive a team's work forward, finding and exploiting opportunities where data science can impact our business objectives.
You love digging into data and uncovering actionable insights
You're passionate about using data to help teams become more productive
You have intellectual curiosity
You are a communicative person that values building strong relationships with colleagues and stakeholders and have the ability to explain complex topics in simple terms.
We'd love to hear from you if you are:
You'll have a degree (or PhD) in a numerate discipline or significant experience working in a commercial setting.
You'll have commercial experience building robust ML models in a production environment.
You have strong technical skills in data manipulation and extraction (strong SQL knowledge), data analysis and model prototyping and productionisation (Python, R or similar)
You have solid experience of deep-dive analysis of complex data; managing data quality; feature selection; and prototyping, validation, and productionisation of Machine Learning models.
You'll be able to point to a range of different techniques to solve a problem and demonstrate how you're able to apply maths to data and deliver tangible, quantifiable business results.
You have strong data visualisation skills
You're comfortable with writing and maintaining code. Our preference is that your language of choice for data-wrangling is Python. However, R is also an option during prototyping phases
You have a track record of deploying predictive models and data products in production with quantifiable impact.

Life at GoCardless

Diversity is hugely important to us and we welcome applications from those with disabilities and from under-represented backgrounds. Throughout our hiring and onboarding process we make any reasonable adjustments necessary to create a level playing field and continually look at how we can improve in this area. We also have active 'employee resource groups' (such a BEAM and Rainbow) that are supported and sponsored by members of our Exec team; they work to engage and inspire our employees on diversity & inclusion topics throughout the year.

We offer flexible working hours and remote working arrangements, enhanced parental leave and pension packages. You'll also receive equity, because we believe having this 'buy in' is a vital part of building a successful business where everybody - regardless of their role - can make a valuable contribution.

The COVID-19 pandemic has seen everybody at GoCardless shift to remote working and this is something we'll continue to do into 2021. We continually review this approach in conjunction with the changing restrictions in each of our locations; additionally we offer support to maintain wellbeing and comfort, including subsidised home office equipment, workstation assessments and a range of remote social activities you can dip in and out of whenever you fancy.

Find out more about Life at GoCardless via Twitter, Instagram and LinkedIn.",4.1,"GoCardless
4.1","London, England",-1,201 to 500 Employees,2011,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,35,55,45.0,GoCardless,London,9,1,0,0,0,0,data scientist,na
Data Scientist,£35K-£55K (Glassdoor est.),"Data Scientist

ThreatMetrix®, A LexisNexis® Risk Solutions Group, provides an end-to-end platform for digital identity intelligence and trust decisioning. We instantly detect high-risk transactions and dynamically score them, enabling digital businesses to safely grow online revenue and personalize the digital experience for trusted customers. With ThreatMetrix, sales conversion rates rise and fewer customers get flagged for review. Fraud, security and payment operations run more efficiently. Operational costs decrease and, best of all, fraudsters often leave for greener pastures. We believe security doesn’t need to come at the expense of profitability. Security and fraud prevention simply needs to be better, not harder for legitimate customers. That’s profitability and security without compromise.

As a Data Scientist, you’ll use global data from the largest real-time fraud detection platform to craft solutions for our enterprise customers. Your experience with data analysis, statistical modeling, and machine learning will lead to immediate real-world impact in the form of lower customer friction, reduced fraud losses and as a result, increased customer profitability. You’ll leverage a real-time platform analyzing billions of transactions per month for some of the largest companies operating in Financial Services, Insurance, e-Commerce, and On-Demand Services. These tools will allow you to attain a unique perspective of the Internet and every persona connected to it. You’ll be continually collaborating with internal product and engineering teams, customer-facing account teams, and external business leaders and risk managers. The comprehensive policy you build will go head-to-head against some of the most motivated attackers in the world to protect billions in revenue.

Responsibilities
Establish, maintain, and tune customer risk models leveraging thousands of data points from the ThreatMetrix Digital Identity Network and data feds from our customers
Leverage large and complex data sources to help identify and flag fraud risk trends and develop solutions that detect them efficiently
Explain complex patterns of behavior using data and models in a simple manner to non-technical audience
Offline analysis of customer data to tune rules, exposes patterns, research anomalies, reduce false positives, and build executive and project-level reports
Collaboration with ThreatMetrix teams including Products, Engineering, and your colleagues to continually redefine best practices
Demonstrate a professional and customer-centric persona when interacting directly with customers via phone, e-mail, and chat
Location

London (Initially remote)

Ideal Candidates:
Track record of scoping, developing and implementing machine learning or scorecard-based models
Knowledge of cybercrime – account takeover, Card not Present (CNP) fraud, mule fraud, social engineering etc.
Coding experience – SQL, Python (sklearn), R, SAS etc.
Experience working with large and small datasets intuitively exposing meaningful correlations.
Experience building external and executive reports
A keen eye for detail, accuracy and strong critical thinking skills with advanced judgment capability
Extensive multi-tasking and prioritization skills. Needs to excel in fast paced environment with frequently changing priorities
Strong analytical skills - numerical degree preferred
Company Overview

LexisNexis Risk Solutions Group is the essential partner in the assessment of relationship risk. We help our customers solve difficult problems in the areas of Identity Assurance, Anti-Money Laundering/Counter Terrorist Financing and Customer Data Management. We are a fast-growing division of the RELX Group (REL). There is a lot of market opportunity. In particular for LexisNexis Risk Solutions Group the convergence of all types of relationship risk management is providing significant opportunity for future growth.

We are looking to hire a subject matter expert with deep knowledge of Financial Crime Compliance whose responsibility is to assist sales, product and strategy teams with direct customer interaction to advance the company’s ability to serve our customers.

LexisNexis Risk Solutions Group, and RELX Group, are committed to being an equal opportunities employer. RELX group employs over 30000 people across 46 countries, serving 180 countries across the world and as a truly global organization, we value people of all cultures, nationalities, races, religions, ethnicities, regardless of characteristics such as gender, gender identity and/or expression, age, disability or sexual orientation. We welcome applications regardless of sex, marital status, ethnic origin, disability, religion, sexual orientation or age.

We are an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com.

Please read our Candidate Privacy Policy",3.8,"LexisNexis Risk Solutions
3.8","London, England",-1,1001 to 5000 Employees,2000,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),-1,35,55,45.0,LexisNexis Risk Solutions,London,20,1,0,0,0,1,data scientist,na
Data Scientist,£35K-£55K (Glassdoor est.),"Reporting to the Chief Data Scientist.

We are looking for a numerate, inquisitive and creative Data Scientist, Physicist, Mathematician or Engineer to join our data science team. If you are looking to start or develop your career in data science and you enjoy working in an interesting, challenging and rewarding environment, please apply now or get in touch with recruitment@geotogether.com to find out more!",4.3,"Green Energy Options
4.3","Cambridge, East of England, England",-1,51 to 200 Employees,-1,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,35,55,45.0,Green Energy Options,Cambridge,-1,0,0,0,0,0,data scientist,na
Data Scientist,£48K-£57K (Glassdoor est.),"Who we are
We are digital healthcare in the palm of your hand. We are clinical excellence in just a few taps. We are doctors, designers and data analysts. Software developers, managers and marketers. And we’re changing the GP experience – forever.

No more waiting for appointments. No more waiting rooms. With Doctor Care Anywhere, you speak to a doctor when it suits you, by video or phone call from anywhere.
But this is just the beginning.

We have ambitious goals and need ambitious people to reach them. If you’re talented, hard-working and make a habit out of dreaming big, we’d like to hear from you.

Your new role
We are seeking an experienced Data Scientist who is excited by and lives and breathes all things data!

The key tasks in your new and exciting role with us;
Develop and implement new forecasting models which increase company productivity and efficiency
Collect, study, and interpret large datasets; conduct reports; perform accurate, successful data management
Work closely with management to prioritise reporting needs, provide analysis and deep insights around critical indicators of the company performance
Develop end-to-end machine learning prototypes and scale them to run in production
Utilise algorithmic, data mining, artificial intelligence, machine learning, and statistical tools
Manipulate Python and R to improve mathematical analysis
Report results of data in a transparent , informative, and results-oriented way for stakeholders
Review data extraction, collection and sources, and assess their usefulness
Research new data collection techniques to update models and data gathering techniques
Explain complex functions in understandable language to different areas of the business
Collect, analyse, and interpret raw data from various websites
Keep track of industry best practices and trends, and through acquired knowledge, take advantage of process and system improvement opportunities
Furnish executive leadership team with insights, analytics, reports and recommendations enabling effective strategic planning across all business units, distribution channels and product lines
Develop intricate algorithms based on deep-dive statistical analysis and predictive data modelling that are used to deepen relationships, strengthen longevity and personalize interactions with customers
Analyse and process complex datasets using advanced querying, visualization and analytics tools
Identify, measure and recommend improvement strategies for KPIs across all business areas

Hopefully a description of you and your experience!
Expertise
Possess extensive analytical skills, strong attention to detail, and a significant ability to work in team environments
Experience deriving actionable insights from massive datasets
Knowledge of Big Data Queries and Interpretation
Data Mining and Visualization Tools experience
Experience in Data and Quantitative Analysis
An understanding of Machine Learning Algorithms
Business Intelligence (BI) knowledge
Proven familiarity in Research, Reports and Forecasts
Decision Analytics skills
Ability to work with Predictive Modelling
Data-Driven Personalization skills
Skilled in KPI Dashboards and BPI Plans
Software experience
Must have
Data and Analytics Tools/Languages: Spark, SparkR, R, Python, Scala, Hive, SQL, SPSS, Hadoop, Stata, Google Analytics, Azure

Why you want to work here:
We understand the importance of good health and happiness for our patients and our employees. You can expect to be supported and valued as a member of our team and have the freedom to make the most of your role and careers with us! As part of that, as an employee you will have access to:
Benefits:
Free Private Medical Insurance
Doctor Care Anywhere subscription for you and 5 members of your friends or family
25 days holiday + bank holidays
Competitive Maternity and Paternity leave
Bike2Work scheme (for all biking equipment - even if you don’t bike to work!)
Other plus's when at DCA!:
4 x charity ‘Care in the Community’ days per year
Progressive environment with a focus on wellbeing
An environment where the ‘sky is the limit’ offering career opportunities and development
Flexible working environment with the option of coming into the office for a collaborative space
Open, transparent and dynamic environment, trusted to work independently but with a great team around you
Virtual Fitness classes three times a week",-1.0,Doctor Care Anywhere,"London, England",-1,-1,-1,-1,-1,-1,-1,-1,48,57,52.5,Doctor Care Anywhere,London,-1,1,0,1,0,1,data scientist,na
Data Scientist,£48K-£57K (Glassdoor est.),"The UK Government National Security Mission is what excites us at Applied Intelligence. We endeavour to work at the very core of our customer’s mission and as technology develops, data is becoming an ever more essential feature of working in this sector. At a high level, the need for bigger, better and faster data is vital. Our ever expanding team of passionate Data Scientists and Engineers are the reason we are able to contribute to the success of our customer’s mission. Data Science will continue to play a pivotal role in expanding our capability to deliver solutions to our customers for years to come.

Data Science:

We are looking for experienced Data Scientists to join our team following continuous growth and success in the UK Government sector. Our people are what differentiates us, they are resourceful, innovative and dedicated. We have a mix of generalists and specialists and recognise that this diversity contributes to our success. We recognise the benefits of forming teams from a mix of disciplines, which allows us to come up with cutting edge, high quality solutions. Our breadth of work across the Public Sector provides diverse opportunities for our people to develop their careers in new areas of expertise and with new clients. Our projects are spread across the Data Science lifecycle from delivering Research and Proof of Concept models, to building and delivering operational solutions.

What you will be doing for us:
Applying Data Science and analysis techniques ranging from: Data Aggregation and Management Information reporting (MI), statistical-based analytics to advanced approaches such as machine learning and predictive analytics.
You will be working with a range of different colleagues (including Data Specialists, Business Analysts, Creative and Engineering teams) to understand the challenges our clients face and develop meaningful insights into their problems and their data.
Manage one or more areas of technical work including: planning, identifying risks and regular reports to the project manager.
Use your knowledge and experience of Data Science technologies to evaluate potential solutions and combine capabilities in order to deliver innovative and effective solutions for our clients.
As part of our Consulting workforce you will be presenting and demonstrating solutions to clients at all levels of seniority, tailoring your communications to effectively explain analytical techniques and advise on their application.
What background are we looking for?
Data Science, Analysis or Engineering, with a solid understanding of Data Science and Machine Learning concepts along with experience of applying them in your previous role.
Experience in using Data Science tools and technology, including at least one analytical scripting language (e.g. Python, R, SAS). Rather than specifying a list of technologies we look for, demonstrable ability in what you have used previously, along with adaptability and willingness to learn.
A good understanding of Open Source software for Data Science and can evaluate these platforms against COTS products. Given a customer problem you can analyse and evaluate options and recommend solutions.
A comprehensive knowledge of database concepts (including unstructured, NoSQL and “Big Data” platforms) with experience using object and data modelling techniques.
Previous experience working in the domain of Cyber Security and Intelligence is desirable, but not essential.
How we will support you:
Work-life balance is important; you’ll get 25 days holiday a year and, via our flexible benefits package the option to buy/sell and carry over from the year before
You can work around core hours with flexible and part-time working
Our flexible benefits package includes; private medical and dental insurance, a competitive pension scheme, cycle to work scheme, taste cards and more
You’ll have a dedicated Career Manager to help you develop your career and guide you on your journey through BAE
Don’t know a particular technology? Your learning and development is key to your future career
You’ll be part of our bonus scheme
You are welcome to join any/all of our Diversity and Support groups. These groups cover everything from gender diversity to mental health and wellbeing.
About BAE Systems Applied Intelligence

We use our intelligence-led insights to help defend Governments, Nations and Societies from cyber-attacks and financial crime. Our customers depend on our evolving capabilities to help them safely grow their organisations. Our unprecedented access to threat intelligence, world-leading analysts and market-leading technology means we can help them to adapt, evolve and stay ahead of the criminals.

Division Overview: Government

At BAE Systems Applied Intelligence, we pride ourselves in being a leader in the cyber defence industry, and Government contracts are an area we have many decades of experience in. Our Government business unit houses four of our critical client groups: UK National Security, Global National Security, defence and central government. Government and key infrastructure networks are critical targets to defend as the effects of these networks being breached can be devastating.

As a member of the Government business unit, you will defend the connected world and ensure the protection of nations. We all have a role to play in defending our clients, and this is yours.

Diversity and inclusion are integral to the success of BAE Systems Applied Intelligence. We are proud to have an organisational culture where employees with varying perspectives, skills, life experiences and backgrounds – the best and brightest minds – can work together to achieve excellence and realise individual and organisational potential. We also welcome discussions about flexible working.",3.9,"BAE Systems
3.9","Gloucester, England",-1,10000+ Employees,1999,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,48,57,52.5,BAE Systems,Gloucester,21,1,0,0,0,1,data scientist,na
Data Scientist,£48K-£57K (Glassdoor est.),"Reference:
VG/30575/DATASCIEN
Industry Sector:
Government
Location:
London - REMOTE
Job Type:
Contract
Salary:
£525 - £550 Per Annum INSIDE IR35 UMBRELLA
Agency Name:
Nationwide People Limited
Contact:
Vincent Galea
Telephone:
01628 918 490
Email:
cvs.vincent.galea@nationwidepeople.com
Data Scientist - Python, SQL & Apache Spark. Any background in Law, Justice System, Government etc a bonus but not essential. STRONG ANALYSIS, STRONG STAKEHOLDER ENGAGEMENT. STRONG COMMUNICATION AND INTERPERSONAL SKILLS! Role is remote and is INSIDE IR35 UMBRELLA @ £550/DAY

My Government client seeks a well versed and professional Data Scientist with excellent communication and interpersonal skills and key techn ical abaility in Python, SQL & Apache Spark. Any background in Law, Justice System, Government etc a bonus but not essential.

Role for the Python, SQL, Apache Spark Data Scientist is:
To develop and use of companies data infrastructure for analysis of business and security data. Day to day activities include collaborating with business analysts and stakeholders to understand how available data can be used to drive efficiency. Working with the user experience team to gain insight into user behaviour. Working with representatives from policy to understand how policy decisions are driving behaviour. Experience of: working with technical and business stakeholders, analysis and presentation. Data development life cycle, data management experience application of statistical modelling, trend identification, smoothing and regression, visualisation techniques using appropriate and managing automated and manual data workflows � job scheduling, resource management.

Specific tasks include:
To link disparate data sources between the criminal and family courts and identify cases eligible for the trial in question. Day to day activities include collaborating with (i) policy to understand the context of the work, (ii) DASD analysts to help design the feasibility study and(iii) internal data scientists to ensure consistency and robustness of linking approach and identification of appropriate cases. Experience and technical skills required include:
Working with technical and business stakeholders, analysis and presentation
Demonstrable experience in data science project (preferably in one or some of the following techniques: machine learning, data linking, natural language processing) –NLP is not essential
Experience of analysing large and/or complex data sets
Strong programming knowledge (ideally Python, SQL and Apache Spark)
Track record of producing robust and reproducible analysis, including using quality assurance, automated testing and modern version control software (ideally Github).
Experience in using AWS preferred but not essential",-1.0,Nationwide People Limited,"London, England",-1,-1,-1,-1,-1,-1,-1,-1,48,57,52.5,Nationwide People Limited,London,-1,1,0,1,1,1,data scientist,na
Data Scientist/Engineer,£48K-£57K (Glassdoor est.),"The Challenge:
Do you find yourself constantly looking for more and better information? Do you want a job where you can use your knowledge and research skills to improve national security? More connected devices, larger storage capacity, and faster connections have resulted in an explosion of available information. The problem facing the intelligence community (IC) is no longer how to get more data – it's understanding how to turn massive amounts of data into answers. That's where you come in. With critical thinking and flexibility, you quickly seek out the accurate data sources, sift through the raw open-source data, and turn it into valuable intelligence. If you have strong analytical skills and a problem-solving mindset, we have an opportunity to use those skills to support our warfighters, protect our national security, and inform our nation's leaders.

As a Data Scientist/Engineer on our team, you’ll be on the ground floor of helping to build a platform to enable the processing and analysis of tremendous quantities of semi-structured and unstructured data. You will help to develop and implement Machine Learning models that will extract and enrich this data to make it easier to filter and consume. You will use big data platforms to aggregate, filter, and analyze the data. You will use automated tooling to instantiate the infrastructure needed to perform this processing. You will create dashboards and other visualizations to help present the most useful information that has been extracted during large scale processing. You will also help to build tools and processes to help automate manual steps and procedures that consume large portions of analysts’ time. You will follow industry best practices and use DevSecOps principles to build sustainable, secure, and scalable systems. Empower change with us.

You Have:
5+ years of experience as a Data or Software Engineer
Experience with Python or R
Experience in working with Big Data platforms, including Hadoop, AWS, Azure, or DataBricks
Experience with data cleaning, ETL, and Analytic Development
Experience with creating visualizations to help analyze and interpret data sets
TS/SCI clearance
BA or BS degree

Nice If You Have:
Experience with SpaCy or other Natural Language Processing Libraries
Experience with training and deploying Machine Learning models
Experience with Web development with using ReactJS, D3, or other JavaScript frameworks
Experience with using ESRI tools to visualize Geo enable data sets
Experience with all-source intelligence processes
Experience with OSINT analysis
Experience with advanced search techniques, information databases, data visualization, and related tools
Knowledge of other intelligence disciplines, including signals intelligence (SIGINT), human intelligence (HUMINT), and geospatial intelligence (GEOINT)
Ability to manage research and coordination for long-term projects

Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance is required.
Build Your Career:
At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:
access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
change the world with the Data Science Bowl—the world’s premier data science for social good competition
participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government

You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.
We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.
#LI-AH1",4.1,"Booz Allen Hamilton
4.1","Huntingdon, England",-1,10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),-1,48,57,52.5,Booz Allen Hamilton,Huntingdon,106,1,0,0,1,0,data scientist,na
Data Scientist,£48K-£57K (Glassdoor est.),"Data Scientist
For over three decades our purpose hasn’t changed: we are here to make a positive difference to the lives of all. Through the exceptional products, services and value we offer — is what sets us apart.
We are proud of how far we’ve come as a business, now we want to see you grow with us. At Specsavers we promise to make you feel good, smart and cared for. To support this promise we offer competitive salaries, pension scheme, medical and dental care including a range of additional benefits that make Specsavers a great place to work.
As a Data Scientist you will work under the leadership of the Global Head of Data Science where the team support the business globally to produce reports, build predictive models and analyse data using the Azure cloud ecosystem. Your role will be to work with the business to understand their needs, creating models and reporting and delivering insights that will benefit the business to make informed decisions. This role is certainly one that will need to balance individual contributions to the business and manage multiple strategic projects.
We are interested in professionals who can work with non-technical business stakeholders to deliver analytical solutions that solve their challenges, and have a track record of delivering high value analytics to the business. You’ll have an understanding of analytic techniques such as data mining, statistical analysis, predictive and descriptive modelling, and be a capable user of SQL and python. You will be experienced in big data and cloud computing.
If you can see yourself being part of this journey, apply by 31 December 2020.
Happy to talk flexible working!",3.4,"Specsavers
3.4","Fareham, England",-1,10000+ Employees,1984,Company - Private,Other Retail Stores,Retail,$2 to $5 billion (USD),-1,48,57,52.5,Specsavers,Fareham,36,1,0,0,0,0,data scientist,na
Research Officer and Data Scientist,£48K-£57K (Glassdoor est.),"Main Purpose of the Post
Swansea University has formed a team of leading Data Scientists to focus on key deliverables that benefit the health of the nation. This multidisciplinary team works in a fast moving, agile environment and is committed to demonstrating the value of data science to a range of technical and non-technical audiences. Working in the purpose built Data Science building on Swansea University’s Singleton Park campus; the post holder will participate in innovative research, engage with partners, demonstrate both practical application and strategic expertise, and prioritise efforts and expertise to gain the significant impact.
Applications are sought for individuals with skills and experience in analysis of routine data preferably in health or social care), and a background in epidemiology, statistics, health service research, operational research, or related informatics backgrounds to work on research in the e-records research field.
We are looking for a Research Officer & Data Scientist to join our team at Swansea University as part of our HDR UK Wales and Northern Ireland site. The post holder will work closely with a variety of organisations/groups that form HDR UK, as well as a variety of others we collaborate regularly with both nationally and internationally, including (but not limited to):
The NHS Wales Informatics Service (NWIS).
The Administrative Data Research Centre Wales (ADRC-W).
Welsh Health Boards, NHS Trusts, or other healthcare or social care organisations.
National and International partners in academia, healthcare, government, industry etc.

Informal enquiries contact details and further information
Informal enquiries are welcomed and should be directed towards: Ashley Akbari, Senior Research Data Manager & Data Scientist on e-mail: a.akbari@swansea.ac.uk

Terms and Conditions of employment
Hours: 35 per week. (This is a full time post but applications from individuals seeking part time, job share or flexible working arrangements are welcome)
Annual leave: 31 days per annum plus Bank Holidays (pro rata for part time staff)
The salary will be on the Grade 8 salary scale for Research Staff.
The appointment is subject to the General Terms of Appointment for Academic and related Staff.
The following link provides further information on the benefits of working in Swansea University: http://www.swansea.ac.uk/personnel/new-staff/benefits-of-working-at-swansea/
The University is committed to supporting and promoting equality and diversity in all of its practices and activities. We aim to establish an inclusive environment and welcome diverse applications from the following protected characteristics: age, disability, ethnicity, gender identity, marriage and civil partnership, pregnancy and maternity, religion and belief, sex (gender), sexual orientation. The School has an under-representation of woman in the areas of research, so would particularly encourage applications from these backgrounds. Appointments will always be made on merit.

Job Reference: AC04307",4.4,"Swansea University
4.4","Swansea, Wales",-1,1001 to 5000 Employees,1920,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,48,57,52.5,Swansea University,Swansea,100,0,0,0,0,0,data scientist,na
